txn_id,created_at,merchant_id,customer_id,mcc,amount,currency,amount_usd,status,payment_method,card_brand,card_last4,country,city,risk_score,auth_code,fee_rate_percent,fixed_fee_cents,fee_total_usd,processor_cost_usd,net_revenue_usd,net_settlement_usd,settlement_batch_id
T0001655,2025-05-02 02:23:20,M00070,C002692,5411,61.99,EUR,67.57,succeeded,google_pay,Mastercard,3221,GB,London,0.15,Q346X6,2.18,35,1.82,0.88,0.94,65.75,SB20250502-002
T0001656,2025-05-20 02:14:42,M00049,C003590,5734,40.9,GBP,53.58,succeeded,card,Visa,3858,US,Chicago,0.0,VH514T,3.14,35,2.03,0.71,1.32,51.55,SB20250520-005
T0001657,2025-05-25 21:34:26,M00028,C007585,7999,36.05,AED,9.81,succeeded,card,Mastercard,3586,DE,Hamburg,0.3,P7U264,3.07,20,0.5,0.19,0.31,9.31,SB20250525-002
T0001658,2025-05-09 13:37:44,M00042,C006944,7399,431.74,GBP,565.58,succeeded,card,Visa,6107,SA,Riyadh,0.11,HHSONS,2.27,20,13.04,6.86,6.18,552.54,SB20250509-005
T0001659,2025-05-05 09:44:28,M00066,C005610,6012,549.57,AED,149.48,succeeded,card,Mastercard,8333,TR,Ankara,0.08,3EZIR7,2.65,20,4.16,1.86,2.3,145.32,SB20250505-004
T0001660,2025-05-05 10:53:38,M00067,C006680,5999,66.52,GBP,87.14,refunded,card,Mastercard,2455,GB,Bristol,0.09,VASP7U,3.08,20,2.88,1.12,1.76,0.0,SB20250505-005
T0001661,2025-05-20 20:05:32,M00078,C000523,7399,285.67,SAR,75.99,succeeded,card,Visa,1050,GB,London,0.06,ZM7K78,2.58,30,2.26,0.98,1.28,73.73,SB20250520-004
T0001662,2025-05-06 14:39:06,M00014,C000698,5732,139.12,TRY,4.17,succeeded,card,Mastercard,0818,NL,Amsterdam,0.22,GYUS6E,2.12,25,0.34,0.12,0.22,3.83,SB20250506-005
T0001663,2025-05-27 09:41:48,M00051,C001343,7999,35.46,GBP,46.45,succeeded,card,Visa,0577,GB,Bristol,0.05,WY2GMY,2.35,35,1.44,0.63,0.81,45.01,SB20250527-005
T0001664,2025-05-04 02:42:28,M00022,C005858,4812,148.59,AED,40.42,succeeded,apple_pay,Discover,9930,SA,Jeddah,0.23,HSKO20,2.81,25,1.39,0.56,0.83,39.03,SB20250504-004
T0001665,2025-05-16 07:25:42,M00056,C005877,5691,42.34,EUR,46.15,succeeded,card,Visa,0894,US,Chicago,0.07,M3GN8C,2.73,35,1.61,0.62,0.99,44.54,SB20250516-005
T0001666,2025-05-14 22:27:38,M00088,C003367,5812,14.42,SAR,3.84,succeeded,card,Mastercard,3649,DE,Hamburg,0.06,FRF6GG,2.48,40,0.5,0.12,0.38,3.34,SB20250514-002
T0001667,2025-05-18 00:53:51,M00057,C002916,5999,126.41,JOD,178.24,succeeded,paypal,Mastercard,1101,NL,Amsterdam,0.0,1LOQ2S,2.85,10,5.18,2.21,2.97,173.06,SB20250518-003
T0001668,2025-05-06 12:29:23,M00050,C005918,5691,24.71,USD,24.71,succeeded,crypto_onramp,UnionPay,0147,SA,Jeddah,0.17,RQJNSA,2.23,25,0.8,0.37,0.43,23.91,SB20250506-001
T0001669,2025-05-08 22:36:12,M00102,C001269,7399,489.85,GBP,641.7,succeeded,card,Discover,3080,FR,Paris,0.13,WUVQUQ,2.21,10,14.28,7.77,6.51,627.42,SB20250508-003
T0001670,2025-05-24 18:16:25,M00025,C003281,7399,233.48,AED,63.51,succeeded,card,Mastercard,1908,TR,Izmir,0.13,DSL2EN,2.73,35,2.08,0.83,1.25,61.43,SB20250524-005
T0001671,2025-05-23 08:30:05,M00114,C000957,7999,28.72,EUR,31.3,succeeded,cash_app,UnionPay,1619,DE,Berlin,0.08,N7GRGY,2.65,35,1.18,0.45,0.73,30.12,SB20250523-005
T0001672,2025-05-22 04:22:46,M00030,C000528,5812,46.45,EUR,50.63,failed,card,Mastercard,5736,CA,Montreal,0.17,CWDOWV,2.57,10,1.4,0.68,0.72,0.0,SB20250522-005
T0001673,2025-05-05 00:37:49,M00039,C002860,5734,83.98,TRY,2.52,succeeded,cash_app,Visa,7791,US,LA,0.0,K6KTVV,3.06,40,0.48,0.1,0.38,2.04,SB20250505-003
T0001674,2025-05-02 02:54:13,M00042,C002604,7399,411.47,CAD,300.37,succeeded,bank_transfer,Visa,1894,GB,Bristol,0.0,G1G8X3,2.27,20,7.02,3.67,3.35,293.35,SB20250502-002
T0001675,2025-05-02 06:34:20,M00027,C002754,7399,480.15,TRY,14.4,succeeded,cash_app,Visa,7151,NL,Utrecht,0.18,0VOF4G,2.89,25,0.67,0.24,0.43,13.73,SB20250502-005
T0001676,2025-05-12 12:53:52,M00028,C001149,7999,32.13,CAD,23.45,succeeded,google_pay,Discover,1979,FR,Paris,0.19,PB14CT,3.07,20,0.92,0.35,0.57,22.53,SB20250512-001
T0001677,2025-05-01 06:39:55,M00005,C005042,6012,560.38,AED,152.42,succeeded,card,Visa,0800,NL,Amsterdam,0.11,NFF460,2.37,30,3.91,1.9,2.01,148.51,SB20250501-003
T0001678,2025-05-02 11:29:01,M00088,C004673,5812,10.0,SAR,2.66,succeeded,cash_app,Discover,4572,US,Chicago,0.24,U9T5UG,2.48,40,0.47,0.1,0.37,2.19,SB20250502-005
T0001679,2025-05-26 13:35:09,M00033,C006452,7399,170.93,SAR,45.47,succeeded,card,Visa,3324,SA,Jeddah,0.08,TNJJM3,2.21,35,1.35,0.62,0.73,44.12,SB20250526-004
T0001680,2025-05-01 17:08:03,M00080,C006914,5411,51.51,CAD,37.6,succeeded,card,Mastercard,5000,TR,Izmir,0.17,R5PNMG,2.43,35,1.26,0.52,0.74,36.34,SB20250501-004
T0001681,2025-05-09 02:07:23,M00011,C005943,7999,140.0,TRY,4.2,refunded,cash_app,Mastercard,5932,TR,Istanbul,0.08,PYOIZI,2.63,20,0.31,0.12,0.19,0.0,SB20250509-002
T0001682,2025-05-26 01:50:45,M00082,C005379,5691,106.43,EUR,116.01,refunded,card,Amex,8086,US,Seattle,0.06,ZZZSML,1.75,20,2.23,1.46,0.77,0.0,SB20250526-005
T0001683,2025-05-11 04:34:27,M00086,C000012,4812,178.79,EUR,194.88,succeeded,card,Mastercard,1946,US,Austin,0.0,QM2DOP,2.43,25,4.99,2.41,2.58,189.89,SB20250511-004
T0001684,2025-05-26 07:32:43,M00117,C005715,5411,30.72,USD,30.72,failed,bank_transfer,Visa,4781,AE,Dubai,0.0,OLINWT,3.06,10,1.04,0.44,0.6,0.0,SB20250526-003
T0001685,2025-05-01 04:10:56,M00011,C004663,7999,38.97,EUR,42.48,succeeded,card,Visa,8686,JO,Irbid,0.19,YWTTY2,2.63,20,1.32,0.58,0.74,41.16,SB20250501-004
T0001686,2025-05-24 21:32:28,M00090,C004348,5691,48.03,JOD,67.72,succeeded,apple_pay,Visa,9770,CA,Toronto,0.14,PEN3X2,3.0,35,2.38,0.88,1.5,65.34,SB20250524-003
T0001687,2025-05-18 14:23:34,M00026,C006257,5999,83.37,USD,83.37,succeeded,card,Amex,0776,TR,Ankara,0.13,08854I,3.04,35,2.88,1.07,1.81,80.49,SB20250518-004
T0001688,2025-05-11 10:56:37,M00048,C005163,6012,403.15,AED,109.66,succeeded,card,Mastercard,6528,SA,Riyadh,0.0,2DI4EL,2.58,25,3.08,1.39,1.69,106.58,SB20250511-004
T0001689,2025-05-15 16:26:49,M00068,C007674,5812,22.13,GBP,28.99,succeeded,bank_transfer,Visa,0853,NL,Amsterdam,0.2,YWDB6E,2.25,40,1.05,0.42,0.63,27.94,SB20250515-004
T0001690,2025-05-13 17:02:57,M00022,C005263,4812,60.56,TRY,1.82,succeeded,card,Visa,1605,TR,Izmir,0.26,DD8M7F,2.81,25,0.3,0.09,0.21,1.52,SB20250513-001
T0001691,2025-05-15 07:39:32,M00010,C006705,7999,34.92,JOD,49.24,succeeded,bank_transfer,Visa,2465,CA,Vancouver,0.27,38EJWC,2.39,40,1.58,0.66,0.92,47.66,SB20250515-001
T0001692,2025-05-07 01:18:04,M00076,C006504,5999,82.43,CAD,60.17,refunded,card,Amex,2408,SA,Dammam,0.07,8EEZRG,2.9,15,1.89,0.79,1.1,0.0,SB20250507-003
T0001693,2025-05-08 05:53:44,M00004,C004953,7999,84.54,EUR,92.15,succeeded,card,Visa,3640,US,Miami,0.0,B0DA7V,2.16,25,2.24,1.18,1.06,89.91,SB20250508-001
T0001694,2025-05-24 19:45:58,M00062,C005339,5812,35.77,CAD,26.11,succeeded,card,Visa,1348,TR,Izmir,0.21,MHR7AI,3.25,25,1.1,0.38,0.72,25.01,SB20250524-001
T0001695,2025-05-14 15:40:07,M00049,C004538,5734,34.03,TRY,1.02,succeeded,google_pay,Visa,2413,JO,Amman,0.27,VC3UVP,3.14,35,0.38,0.08,0.3,0.64,SB20250514-004
T0001696,2025-05-22 16:21:58,M00026,C006748,5999,46.57,CAD,34.0,succeeded,card,Visa,0456,JO,Zarqa,0.04,Y74HR3,3.04,35,1.38,0.48,0.9,32.62,SB20250522-005
T0001697,2025-05-14 16:47:38,M00047,C006326,7999,66.65,CAD,48.65,succeeded,card,Visa,5358,NL,Utrecht,0.0,ZIXT2I,2.48,20,1.41,0.65,0.76,47.24,SB20250514-002
T0001698,2025-05-18 16:00:23,M00078,C003727,7399,471.37,SAR,125.38,succeeded,apple_pay,Visa,9958,DE,Munich,0.15,CDW51G,2.58,30,3.53,1.57,1.96,121.85,SB20250518-004
T0001699,2025-05-28 17:59:19,M00091,C007408,7399,684.65,USD,684.65,succeeded,card,Visa,2570,TR,Izmir,0.0,FA5H9O,2.37,30,16.53,8.29,8.24,668.12,SB20250528-003
T0001700,2025-05-06 17:32:00,M00050,C007276,5691,21.55,SAR,5.73,succeeded,card,Amex,4863,DE,Berlin,0.24,3JSQ66,2.23,25,0.38,0.14,0.24,5.35,SB20250506-001
T0001701,2025-05-10 05:24:47,M00097,C007486,5732,300.0,JOD,423.0,failed,card,Visa,6863,DE,Munich,0.11,EF6WJL,2.58,20,11.11,5.15,5.96,0.0,SB20250510-001
T0001702,2025-05-10 00:39:03,M00118,C001088,5999,220.0,AED,59.84,succeeded,card,Mastercard,6366,JO,Irbid,0.18,0S5P18,3.38,30,2.32,0.79,1.53,57.52,SB20250510-004
T0001703,2025-05-09 20:58:10,M00074,C007322,5732,300.0,USD,300.0,succeeded,paypal,Visa,3688,DE,Berlin,0.19,MI9NHZ,2.85,10,8.65,3.67,4.98,291.35,SB20250509-004
T0001704,2025-05-01 16:41:36,M00001,C006111,7399,383.09,EUR,417.57,succeeded,paypal,Visa,3910,SA,Riyadh,0.0,3Y2BD1,2.19,30,9.44,5.08,4.36,408.13,SB20250501-002
T0001705,2025-05-04 03:42:35,M00105,C004011,4812,139.12,GBP,182.25,succeeded,card,Visa,9268,US,Chicago,0.14,0P4RR5,2.32,10,4.33,2.26,2.07,177.92,SB20250504-004
T0001706,2025-05-06 04:27:29,M00030,C003807,5812,22.37,CAD,16.33,succeeded,card,Visa,6370,JO,Amman,0.08,YD7NYF,2.57,10,0.52,0.27,0.25,15.81,SB20250506-001
T0001707,2025-05-27 12:17:20,M00003,C005086,5732,86.94,JOD,122.59,succeeded,crypto_onramp,Mastercard,8550,SA,Jeddah,0.02,HOWM58,2.83,30,3.77,1.54,2.23,118.82,SB20250527-003
T0001708,2025-05-06 19:03:22,M00080,C006621,5411,108.82,SAR,28.95,succeeded,apple_pay,Discover,4066,NL,Utrecht,0.1,RJB56Q,2.43,35,1.05,0.42,0.63,27.9,SB20250506-003
T0001709,2025-05-13 16:59:41,M00021,C006597,5691,31.18,AED,8.48,succeeded,card,Visa,9730,CA,Vancouver,0.04,PXFOSA,2.64,30,0.52,0.17,0.35,7.96,SB20250513-004
T0001710,2025-05-19 02:46:59,M00102,C001312,7399,405.09,EUR,441.55,succeeded,bank_transfer,Visa,2668,CA,Montreal,0.0,JTECV6,2.21,10,9.86,5.37,4.49,431.69,SB20250519-003
T0001711,2025-05-12 02:54:20,M00009,C001452,6012,1400.0,SAR,372.4,succeeded,paypal,Mastercard,9720,JO,Amman,0.13,034PX6,2.48,30,9.54,4.54,5.0,362.86,SB20250512-005
T0001712,2025-05-23 12:49:37,M00001,C007470,7399,559.06,EUR,609.38,succeeded,card,Visa,8732,CA,Vancouver,0.12,OEZIP1,2.19,30,13.65,7.38,6.27,595.73,SB20250523-002
T0001713,2025-05-04 12:38:14,M00055,C002215,5411,35.54,AED,9.67,refunded,bank_transfer,mada,1971,GB,Manchester,0.03,4U3HVM,2.41,30,0.53,0.19,0.34,0.0,SB20250504-003
T0001714,2025-05-26 14:35:56,M00021,C006432,5691,60.59,EUR,66.04,succeeded,apple_pay,mada,8051,DE,Berlin,0.2,HIV99X,2.64,30,2.04,0.86,1.18,64.0,SB20250526-002
T0001715,2025-05-15 00:00:12,M00119,C005828,5691,33.31,SAR,8.86,succeeded,card,Visa,5151,SA,Jeddah,0.1,DO0NJF,3.29,30,0.59,0.18,0.41,8.27,SB20250515-005
T0001716,2025-05-03 07:29:33,M00008,C003201,7999,32.65,GBP,42.77,succeeded,card,Visa,5464,FR,Lyon,0.06,KQ3LJD,2.45,35,1.4,0.58,0.82,41.37,SB20250503-005
T0001717,2025-05-25 18:14:27,M00014,C003350,5732,165.67,USD,165.67,succeeded,apple_pay,Mastercard,4660,DE,Berlin,0.13,GZNCUV,2.12,25,3.76,2.06,1.7,161.91,SB20250525-005
T0001718,2025-05-03 22:53:50,M00033,C001930,7399,801.57,GBP,1050.06,succeeded,apple_pay,Visa,2720,DE,Berlin,0.07,BDRL7V,2.21,35,23.56,12.67,10.89,1026.5,SB20250503-004
T0001719,2025-05-20 01:49:29,M00066,C006755,6012,583.32,EUR,635.82,succeeded,card,Discover,6763,AE,Sharjah,0.18,FSUCGN,2.65,20,17.05,7.7,9.35,618.77,SB20250520-004
T0001720,2025-05-01 00:54:41,M00069,C000652,5732,195.29,GBP,255.83,refunded,card,Visa,0917,SA,Riyadh,0.26,I9PAAH,2.7,20,7.11,3.14,3.97,0.0,SB20250501-004
T0001721,2025-05-13 19:28:59,M00113,C005652,4812,310.35,JOD,437.59,succeeded,card,Visa,7257,TR,Istanbul,0.11,5BYWH3,2.13,20,9.52,5.32,4.2,428.07,SB20250513-001
T0001722,2025-05-06 19:04:22,M00050,C004938,5691,67.51,AED,18.36,succeeded,card,Mastercard,6291,DE,Hamburg,0.24,LG838Q,2.23,25,0.66,0.29,0.37,17.7,SB20250506-003
T0001723,2025-05-11 22:48:10,M00048,C004344,6012,407.17,GBP,533.39,failed,card,Visa,0679,FR,Paris,0.28,HF25WK,2.58,25,14.01,6.47,7.54,0.0,SB20250511-003
T0001724,2025-05-14 20:00:38,M00045,C000892,6012,428.86,SAR,114.08,succeeded,card,Mastercard,0182,SA,Dammam,0.17,LXL8MX,2.49,20,3.04,1.44,1.6,111.04,SB20250514-005
T0001725,2025-05-26 05:45:17,M00072,C002559,4812,141.78,SAR,37.71,succeeded,card,Visa,0664,CA,Montreal,0.1,6ULVW2,2.35,10,0.99,0.52,0.47,36.72,SB20250526-004
T0001726,2025-05-28 11:56:58,M00001,C003468,7399,639.19,USD,639.19,succeeded,card,Mastercard,8365,CA,Toronto,0.0,UB1QNS,2.19,30,14.3,7.74,6.56,624.89,SB20250528-003
T0001727,2025-05-09 02:14:25,M00095,C005049,6012,447.82,JOD,631.43,succeeded,google_pay,mada,2774,SA,Jeddah,0.13,M0TXSP,2.35,20,15.04,7.65,7.39,616.39,SB20250509-004
T0001728,2025-05-02 13:48:55,M00112,C003741,5691,82.0,USD,82.0,succeeded,card,Mastercard,2458,AE,Sharjah,0.24,W9IZ9R,2.33,25,2.16,1.05,1.11,79.84,SB20250502-001
T0001729,2025-05-23 08:14:24,M00105,C006842,4812,70.26,GBP,92.04,succeeded,card,Mastercard,0299,NL,Amsterdam,0.25,6AE0PN,2.32,10,2.24,1.17,1.07,89.8,SB20250523-004
T0001730,2025-05-02 21:47:35,M00013,C006139,4812,106.8,GBP,139.91,succeeded,google_pay,Mastercard,5125,GB,Bristol,0.09,FTE29R,2.2,30,3.38,1.75,1.63,136.53,SB20250502-004
T0001731,2025-05-25 09:32:56,M00058,C003080,5999,152.25,TRY,4.57,succeeded,card,Visa,2296,GB,London,0.21,B267MU,2.54,20,0.32,0.12,0.2,4.25,SB20250525-005
T0001732,2025-05-28 10:28:58,M00044,C001745,7399,594.1,AED,161.6,succeeded,card,Mastercard,4894,JO,Amman,0.0,OSB2MY,2.32,30,4.05,2.01,2.04,157.55,SB20250528-001
T0001733,2025-05-23 23:28:00,M00010,C004160,7999,37.39,AED,10.17,succeeded,card,Visa,2964,AE,Sharjah,0.13,87CA66,2.39,40,0.64,0.19,0.45,9.53,SB20250523-004
T0001734,2025-05-07 15:17:27,M00036,C005040,6012,314.92,SAR,83.77,succeeded,apple_pay,Mastercard,6870,US,SF,0.19,HM9MOX,2.74,40,2.7,1.08,1.62,81.07,SB20250507-003
T0001735,2025-05-08 13:21:48,M00062,C000292,5812,72.41,EUR,78.93,succeeded,bank_transfer,Visa,7846,NL,Utrecht,0.19,ADDMI2,3.25,25,2.82,1.02,1.8,76.11,SB20250508-005
T0001736,2025-05-26 08:50:07,M00075,C003391,7999,41.22,USD,41.22,succeeded,apple_pay,Visa,6816,TR,Izmir,0.1,DCOEKT,2.72,35,1.47,0.56,0.91,39.75,SB20250526-002
T0001737,2025-05-25 17:00:20,M00119,C000555,5691,182.32,SAR,48.5,succeeded,card,Visa,5100,SA,Riyadh,0.29,W5X678,3.29,30,1.9,0.65,1.25,46.6,SB20250525-002
T0001738,2025-05-13 12:50:11,M00104,C006292,5734,46.11,SAR,12.27,succeeded,card,Mastercard,1061,CA,Toronto,0.2,X5ISZR,3.08,35,0.73,0.22,0.51,11.54,SB20250513-005
T0001739,2025-05-21 17:41:17,M00108,C004087,5691,42.52,TRY,1.28,succeeded,cash_app,Visa,7166,DE,Hamburg,0.13,MMUCGI,2.44,40,0.43,0.09,0.34,0.85,SB20250521-004
T0001740,2025-05-15 14:28:34,M00097,C000509,5732,134.98,GBP,176.82,succeeded,card,mada,8205,CA,Toronto,0.23,U77OHD,2.58,20,4.76,2.19,2.57,172.06,SB20250515-002
T0001741,2025-05-01 11:34:54,M00020,C006188,5411,85.47,EUR,93.16,pending,apple_pay,Amex,9760,CA,Toronto,0.0,L82JZT,2.53,20,2.56,1.19,1.37,0.0,SB20250501-003
T0001742,2025-05-21 23:43:55,M00019,C005962,5812,52.54,TRY,1.58,succeeded,google_pay,Visa,2221,CA,Vancouver,0.23,VNP33R,2.97,20,0.25,0.09,0.16,1.33,SB20250521-001
T0001743,2025-05-20 01:18:59,M00058,C002061,5999,18.65,TRY,0.56,succeeded,apple_pay,Visa,6241,NL,Rotterdam,0.1,6TMECH,2.54,20,0.21,0.08,0.13,0.35,SB20250520-002
T0001744,2025-05-05 17:45:09,M00110,C006993,7399,185.58,GBP,243.11,succeeded,card,Visa,0779,GB,London,0.0,RJXBWG,2.83,40,7.28,2.99,4.29,235.83,SB20250505-002
T0001745,2025-05-23 00:15:09,M00085,C005570,5691,48.26,AED,13.13,succeeded,crypto_onramp,Discover,8927,FR,Lyon,0.33,2V6NT1,2.55,40,0.73,0.23,0.5,12.4,SB20250523-003
T0001746,2025-05-07 00:54:44,M00089,C000587,5812,14.25,EUR,15.53,succeeded,card,Mastercard,6707,JO,Amman,0.02,SGBZFZ,2.27,40,0.75,0.26,0.49,14.78,SB20250507-004
T0001747,2025-05-06 07:42:57,M00013,C000874,4812,339.41,USD,339.41,succeeded,card,UnionPay,9403,TR,Istanbul,0.13,YEETOQ,2.2,30,7.77,4.14,3.63,331.64,SB20250506-004
T0001748,2025-05-06 14:27:28,M00074,C004755,5732,257.9,SAR,68.6,succeeded,card,Mastercard,6819,AE,Sharjah,0.21,USB8YR,2.85,10,2.06,0.89,1.17,66.54,SB20250506-005
T0001749,2025-05-03 14:51:05,M00096,C000668,5732,222.35,EUR,242.36,succeeded,card,Mastercard,8638,TR,Ankara,0.04,BWCRDP,2.53,20,6.33,2.98,3.35,236.03,SB20250503-003
T0001750,2025-05-10 08:07:12,M00008,C007279,7999,60.29,GBP,78.98,succeeded,bank_transfer,Visa,2869,AE,Sharjah,0.06,X9P5K2,2.45,35,2.29,1.02,1.27,76.69,SB20250510-004
T0001751,2025-05-13 00:34:04,M00118,C001349,5999,76.41,AED,20.78,succeeded,card,Mastercard,9106,TR,Istanbul,0.0,0PZNBM,3.38,30,1.0,0.32,0.68,19.78,SB20250513-004
T0001752,2025-05-09 15:36:09,M00090,C007745,5691,21.42,JOD,30.2,succeeded,card,Visa,3864,TR,Izmir,0.14,5CE9E1,3.0,35,1.26,0.43,0.83,28.94,SB20250509-001
T0001753,2025-05-25 02:51:00,M00064,C002850,7999,28.18,JOD,39.73,succeeded,card,Mastercard,1279,JO,Zarqa,0.07,6456GF,2.66,10,1.16,0.55,0.61,38.57,SB20250525-002
T0001754,2025-05-11 12:53:00,M00109,C001505,5812,24.51,EUR,26.72,succeeded,card,Amex,6625,DE,Hamburg,0.11,E36HI4,2.36,30,0.93,0.39,0.54,25.79,SB20250511-002
T0001755,2025-05-27 00:39:22,M00032,C003659,6012,924.31,JOD,1303.28,succeeded,card,Visa,0959,FR,Paris,0.11,PPHWNY,2.35,30,30.93,15.71,15.22,1272.35,SB20250527-001
T0001756,2025-05-03 10:02:47,M00014,C002041,5732,86.29,TRY,2.59,succeeded,google_pay,Mastercard,1567,SA,Riyadh,0.19,8HNUF0,2.12,25,0.3,0.1,0.2,2.29,SB20250503-005
T0001757,2025-05-17 05:42:29,M00014,C003027,5732,105.79,GBP,138.58,succeeded,paypal,Discover,9629,CA,Vancouver,0.13,OCX912,2.12,25,3.19,1.73,1.46,135.39,SB20250517-003
T0001758,2025-05-02 07:01:35,M00061,C003986,5812,12.69,TRY,0.38,succeeded,google_pay,Mastercard,8534,NL,Rotterdam,0.05,50WR8G,2.61,15,0.16,0.07,0.09,0.22,SB20250502-002
T0001759,2025-05-06 06:59:12,M00052,C007112,7399,414.5,EUR,451.81,succeeded,card,Visa,7544,NL,Amsterdam,0.05,Y4QT5S,2.65,10,12.07,5.49,6.58,439.74,SB20250506-002
T0001760,2025-05-14 14:06:17,M00109,C005533,5812,14.69,USD,14.69,succeeded,card,Discover,4674,DE,Munich,0.14,VZRBA9,2.36,30,0.65,0.25,0.4,14.04,SB20250514-003
T0001761,2025-05-07 12:09:04,M00084,C002911,5691,73.23,EUR,79.82,refunded,card,UnionPay,1924,FR,Paris,0.0,RETOGX,2.74,10,2.29,1.03,1.26,0.0,SB20250507-001
T0001762,2025-05-21 10:39:45,M00120,C001447,5732,99.52,SAR,26.47,succeeded,bank_transfer,Mastercard,5761,US,NYC,0.32,KP4Q1E,2.28,25,0.85,0.39,0.46,25.62,SB20250521-001
T0001763,2025-05-22 10:31:02,M00120,C005258,5732,110.21,CAD,80.45,succeeded,card,Visa,7596,DE,Munich,0.25,XMIYD9,2.28,25,2.08,1.04,1.04,78.37,SB20250522-001
T0001764,2025-05-05 03:59:21,M00076,C005172,5999,30.67,GBP,40.18,succeeded,card,Mastercard,8611,NL,Utrecht,0.21,G3C93L,2.9,15,1.32,0.55,0.77,38.86,SB20250505-003
T0001765,2025-05-04 01:47:59,M00020,C000538,5411,123.21,CAD,89.94,succeeded,card,Visa,3471,SA,Riyadh,0.03,DHR0FU,2.53,20,2.48,1.15,1.33,87.46,SB20250504-005
T0001766,2025-05-01 22:29:42,M00057,C004217,5999,102.09,AED,27.77,succeeded,card,Visa,2576,CA,Toronto,0.04,2744E5,2.85,10,0.89,0.4,0.49,26.88,SB20250501-005
T0001767,2025-05-26 00:54:49,M00001,C002893,7399,120.0,GBP,157.2,succeeded,google_pay,Amex,8302,GB,London,0.29,6NGZ0Q,2.19,30,3.74,1.96,1.78,153.46,SB20250526-001
T0001768,2025-05-11 18:27:51,M00117,C007523,5411,20.0,EUR,21.8,succeeded,card,Mastercard,9950,GB,London,0.14,FOL1RV,3.06,10,0.77,0.33,0.44,21.03,SB20250511-002
T0001769,2025-05-15 19:59:45,M00077,C004443,4812,84.7,EUR,92.32,succeeded,card,Mastercard,9540,GB,Bristol,0.12,97ZDOW,2.6,35,2.75,1.18,1.57,89.57,SB20250515-005
T0001770,2025-05-06 08:36:10,M00015,C005712,5812,13.51,USD,13.51,succeeded,card,Mastercard,5172,NL,Amsterdam,0.17,8YZGZB,2.38,20,0.52,0.23,0.29,12.99,SB20250506-002
T0001771,2025-05-02 07:11:55,M00060,C000930,5732,191.91,AED,52.2,succeeded,card,Mastercard,2311,SA,Riyadh,0.09,HCGNQ7,1.74,30,1.21,0.7,0.51,50.99,SB20250502-002
T0001772,2025-05-14 02:43:12,M00034,C003679,4812,91.6,USD,91.6,succeeded,paypal,Discover,1442,DE,Hamburg,0.03,KCTB6X,2.71,20,2.68,1.17,1.51,88.92,SB20250514-002
T0001773,2025-05-04 08:57:31,M00042,C007975,7399,203.26,SAR,54.07,succeeded,card,Mastercard,5017,AE,Sharjah,0.17,NC2I1E,2.27,20,1.43,0.72,0.71,52.64,SB20250504-001
T0001774,2025-05-22 03:12:07,M00111,C006803,5411,63.54,EUR,69.26,succeeded,card,Visa,7114,AE,Dubai,0.17,H8Q6R2,2.24,35,1.9,0.9,1.0,67.36,SB20250522-003
T0001775,2025-05-18 21:34:17,M00035,C002914,7999,130.54,JOD,184.06,succeeded,card,Mastercard,0092,TR,Ankara,0.15,U9KXZR,1.83,15,3.52,2.28,1.24,180.54,SB20250518-004
T0001776,2025-05-21 05:20:50,M00081,C000908,5732,55.77,GBP,73.06,succeeded,apple_pay,Mastercard,6658,US,LA,0.02,P7JRLP,3.01,35,2.55,0.95,1.6,70.51,SB20250521-003
T0001777,2025-05-07 10:57:29,M00051,C004175,7999,57.05,EUR,62.18,succeeded,card,Visa,1020,TR,Izmir,0.22,IXRSOF,2.35,35,1.81,0.82,0.99,60.37,SB20250507-003
T0001778,2025-05-09 03:35:08,M00031,C004049,7399,344.79,TRY,10.34,succeeded,apple_pay,Visa,5928,GB,Bristol,0.14,R5GZGI,2.09,20,0.42,0.19,0.23,9.92,SB20250509-004
T0001779,2025-05-12 22:24:11,M00060,C003158,5732,70.47,JOD,99.36,succeeded,card,Mastercard,8814,US,Miami,0.05,89EYXW,1.74,30,2.03,1.26,0.77,97.33,SB20250512-003
T0001780,2025-05-05 06:44:31,M00073,C002371,5812,11.63,EUR,12.68,succeeded,apple_pay,Mastercard,4854,CA,Vancouver,0.2,Y6WYNH,2.41,35,0.66,0.22,0.44,12.02,SB20250505-003
T0001781,2025-05-23 16:38:57,M00048,C007627,6012,611.3,TRY,18.34,succeeded,card,Visa,8650,NL,Amsterdam,0.13,4SK118,2.58,25,0.72,0.29,0.43,17.62,SB20250523-002
T0001782,2025-05-16 01:35:18,M00014,C007430,5732,128.61,AED,34.98,succeeded,card,Mastercard,9588,US,NYC,0.14,4EEHP2,2.12,25,0.99,0.49,0.5,33.99,SB20250516-003
T0001783,2025-05-02 11:39:26,M00027,C006269,7399,281.53,CAD,205.52,succeeded,card,Visa,4499,GB,Manchester,0.0,2L49I8,2.89,25,6.19,2.54,3.65,199.33,SB20250502-004
T0001784,2025-05-27 09:18:14,M00110,C005783,7399,494.66,TRY,14.84,refunded,google_pay,Visa,8649,JO,Zarqa,0.29,A57ONC,2.83,40,0.82,0.25,0.57,0.0,SB20250527-005
T0001785,2025-05-18 05:28:22,M00087,C001178,5999,60.97,TRY,1.83,succeeded,paypal,Visa,5676,DE,Munich,0.0,45GL4H,2.3,10,0.14,0.09,0.05,1.69,SB20250518-001
